repo_key,sha,files,import_edges,density,indeg_mean,indeg_median,indeg_max,indeg_gini,outdeg_mean,outdeg_median,outdeg_max,outdeg_gini,hub_share_top5pct,n_loops,largest_loop,largest_loop_share,share_in_loops,depth_condensed,spl_mean,spl_max,n_wcc,largest_wcc_share,isolated,isolated_share,modularity,n_clusters,clustering,single_importer_share,nesting_max,nesting_mean,unresolved_share,loc_total,loc_mean,loc_median
numba/numba,b49469f06176769ecfa47a7865ef2030f4ed77f4,367,1781,0.013259183156891648,4.852861035422343,1.0,157,0.7490510642920197,4.852861035422343,3.0,58,0.5437107096249084,0.5597978663672094,1,243,0.662125340599455,0.662125340599455,6,4.69667852191211,10,29,0.9209809264305178,27,0.07356948228882834,0.3725774364303901,35,0.3605404710220042,0.30517711171662126,4,2.438692098092643,0.007477906186267845,177363,483.27792915531336,198.0
nvidia/hpc-container-maker,ce582fa83c9dc96c74e0343fdc25c69c9ea277e8,108,659,0.05702665282104535,6.101851851851852,1.0,60,0.770176473894228,6.101851851851852,5.5,54,0.5109453155735402,0.47496206373292865,1,2,0.018518518518518517,0.018518518518518517,9,1.7706302794022093,4,14,0.8796296296296297,13,0.12037037037037036,0.2092344860080746,17,0.20341365842258274,0.49074074074074076,2,1.8611111111111112,0.0,18353,169.9351851851852,153.0
oasis-open/cti-python-stix2,fa8c95bba783c9dce8e2c56391077aee22767553,61,196,0.053551912568306013,3.2131147540983607,1.0,20,0.5428236868517899,3.2131147540983607,2.0,14,0.507694881231181,0.29081632653061223,1,27,0.4426229508196721,0.4426229508196721,12,3.4513119533527696,10,5,0.9344262295081968,4,0.06557377049180328,0.4100477430555556,10,0.3404929768275452,0.4098360655737705,4,1.9344262295081966,0.0,18567,304.37704918032784,234.0
openai/openai-agents-python,6904dcbbdbf211aa2542a1e824db28985a0e914b,199,575,0.014593167859499517,2.8894472361809047,1.0,73,0.7525103779768407,2.8894472361809047,1.0,26,0.6183438933799432,0.44173913043478263,3,33,0.1658291457286432,0.22110552763819097,15,2.96067478494023,9,23,0.8894472361809045,22,0.11055276381909548,0.4930564541172818,30,0.3003541958678488,0.1407035175879397,4,2.5829145728643215,0.0,25675,129.02010050251258,69.0
pandas-dev/pandas,543680dcd9af5e4a9443d54204ec21e801652252,379,2552,0.01781351649425528,6.733509234828496,2.0,175,0.7855083911630176,6.733509234828496,3.0,66,0.5925592013300138,0.5403605015673981,2,243,0.6411609498680739,0.6543535620052771,6,3.434329553194795,9,38,0.899736147757256,36,0.09498680738786279,0.28358052955001267,45,0.42218354166763117,0.22955145118733508,4,2.6015831134564644,0.09036144578313253,248918,656.7757255936675,244.0
patroni/patroni,e8911304a33cb8f0c6c048d3f8bae717633aca09,77,245,0.041866028708133975,3.1818181818181817,1.0,25,0.7309833024118738,3.1818181818181817,1.0,18,0.6067320434667374,0.363265306122449,3,18,0.23376623376623376,0.2987012987012987,7,2.5657467532467533,7,17,0.7532467532467533,15,0.19480519480519481,0.28726035868893013,19,0.28756250033112557,0.24675324675324675,3,1.6623376623376624,0.0,33274,432.12987012987014,190.0
pdm-project/pdm,b728ef778f4d693a67bd9d11eaab00ad30c6802f,137,689,0.03697939029626449,5.029197080291971,1.0,55,0.7464324685093174,5.029197080291971,4.0,30,0.4743995847149683,0.41654571843251087,1,83,0.6058394160583942,0.6058394160583942,4,3.8737931720911716,10,17,0.8832116788321168,16,0.11678832116788321,0.29418709205819377,22,0.33600235051647487,0.22627737226277372,7,3.394160583941606,0.0,22067,161.07299270072994,112.0
pennylaneai/pennylane,e0b21748136c69e924be7d776c2588f47508f0b1,524,2113,0.007710215579525053,4.032442748091603,1.0,315,0.6763013767914365,4.032442748091603,3.0,86,0.4620858516706828,0.5532418362517747,3,414,0.7900763358778626,0.8244274809160306,13,3.6120717177559283,13,6,0.9904580152671756,5,0.009541984732824428,0.4886952133794694,17,0.4375089732278071,0.4751908396946565,5,2.5229007633587788,0.0,182047,347.4179389312977,245.0
pre-commit/pre-commit,716da1e49c36b8ae46d1dd0ef5aabdb475ee4388,65,221,0.053125,3.4,1.0,24,0.6674556213017752,3.4,3.0,21,0.5392272885485555,0.38009049773755654,0,0,0.0,0.0,12,2.2403846153846154,5,8,0.8923076923076924,7,0.1076923076923077,0.3280645359431625,11,0.3285115368375358,0.49230769230769234,2,1.6,0.0,6540,100.61538461538461,75.0
projectmesa/mesa,08ff1edaba02bd6af95c545f4312dd039fb80bb9,84,165,0.023666092943201378,1.9642857142857142,1.0,20,0.6205627705627705,1.9642857142857142,2.0,9,0.5075757575757576,0.34545454545454546,4,9,0.10714285714285714,0.2261904761904762,9,2.826118855465884,7,16,0.8214285714285714,15,0.17857142857142858,0.48020203659377664,23,0.3124600190953575,0.19047619047619047,4,2.9761904761904763,0.0,13270,157.97619047619048,81.0
psf/black,bdd7fcd9396350b2887e22dec67072db3aeeeaa9,59,116,0.03389830508474576,1.9661016949152543,1.0,15,0.7212156633547633,1.9661016949152543,1.0,16,0.706019871420222,0.33620689655172414,2,4,0.06779661016949153,0.1016949152542373,13,2.2,5,24,0.6101694915254238,23,0.3898305084745763,0.3747691597414589,26,0.326006915079172,0.1694915254237288,3,1.847457627118644,0.0,102271,1733.406779661017,231.0
pvlib/pvlib-python,216386ef2f2fcdcaf1b3ecb5913abdf54e9eabaf,94,179,0.020475863646762755,1.9042553191489362,1.0,22,0.6847141328895756,1.9042553191489362,1.0,26,0.6583263996196362,0.3687150837988827,2,17,0.18085106382978725,0.20212765957446807,4,3.116830065359477,8,7,0.9361702127659575,6,0.06382978723404255,0.4670228564049587,13,0.2728047568712087,0.3404255319148936,3,1.9680851063829787,0.006329113924050633,37878,402.9574468085106,212.5
pydata/xarray,d008e331ba11f6cb648ff447756e14e3252b368d,144,814,0.03952991452991453,5.652777777777778,2.0,54,0.7196628446628447,5.652777777777778,3.5,40,0.5726521976521977,0.3820638820638821,1,90,0.625,0.625,4,2.6840962390341354,6,17,0.8888888888888888,16,0.1111111111111111,0.2911959619882408,21,0.4134868348762066,0.1388888888888889,3,1.9305555555555556,0.0,100021,694.5902777777778,250.5
pylint-dev/pylint,ed5963235706741560b095bd7e5a8865e3be1009,196,623,0.0163003663003663,3.1785714285714284,1.0,77,0.8215104661447243,3.1785714285714284,3.0,22,0.41719625249778886,0.6436597110754414,2,61,0.3112244897959184,0.32142857142857145,7,3.7798172757475084,11,15,0.9285714285714286,14,0.07142857142857142,0.4143372873982748,22,0.3568746433543614,0.28061224489795916,6,2.260204081632653,0.012965964343598054,49244,251.24489795918367,109.5
pypsa/pypsa,03686184a56007b43f2e4f74d3b2caa1370d4e69,79,258,0.04186952288218111,3.2658227848101267,2.0,24,0.5147679324894515,3.2658227848101267,2.0,21,0.4876852124423511,0.3023255813953488,1,67,0.8481012658227848,0.8481012658227848,3,3.4925661324580033,10,2,0.9873417721518988,1,0.012658227848101266,0.4449877173091458,6,0.3320529812585548,0.3037974683544304,3,2.1645569620253164,0.0,28274,357.8987341772152,107.0
pytest-dev/pytest,bf451d47a1b3be80a7f89b3076e4816c47390037,85,403,0.056442577030812326,4.741176470588235,1.0,34,0.6999270179535834,4.741176470588235,3.0,28,0.5915048897971099,0.32754342431761785,1,38,0.4470588235294118,0.4470588235294118,6,2.468111455108359,6,10,0.8941176470588236,9,0.10588235294117647,0.21292220362218503,16,0.4041930789770348,0.2,4,2.211764705882353,0.004155124653739612,32539,382.81176470588235,175.0
python-cmd2/cmd2,96acc5a36233f17edcb0925ddf4ff382a0fa0f77,82,127,0.019120746763023187,1.548780487804878,0.0,48,0.8923564432494718,1.548780487804878,1.0,17,0.5848857307470713,0.6771653543307087,1,13,0.15853658536585366,0.15853658536585366,3,2.2044358727097397,5,17,0.7682926829268293,15,0.18292682926829268,0.3596497422498411,21,0.2291362954071555,0.0975609756097561,3,1.2682926829268293,0.007462686567164179,18967,231.3048780487805,72.0
python-control/python-control,dc7d71bd1a2d143f10fa8fe91d31292bdf8f5113,80,294,0.04651898734177215,3.675,1.0,34,0.7333333333333333,3.675,2.0,31,0.5642857142857143,0.336734693877551,2,31,0.3875,0.4125,6,2.255068937550689,5,3,0.975,2,0.025,0.30294708933045855,6,0.37736887604795305,0.1,2,1.2875,0.008645533141210375,39565,494.5625,194.0
python-telegram-bot/python-telegram-bot,89556d02e36f3a9647cf480fe117647b5749f4be,249,1445,0.02340005182018396,5.803212851405623,2.0,174,0.7423965759230694,5.803212851405623,4.0,141,0.4983866260891316,0.5764705882352941,2,150,0.6024096385542169,0.7590361445783133,8,2.3594173174515527,5,13,0.9518072289156626,12,0.04819277108433735,0.32474213866645546,19,0.5536190625434079,0.22088353413654618,4,2.6586345381526106,0.0,83411,334.9839357429719,136.0
python/mypy,bf70dab2d09b61048a8b720e33efae18281a3313,242,1354,0.023215939096738795,5.595041322314049,2.0,111,0.6959605454301305,5.595041322314049,4.0,40,0.5716517938889364,0.4239290989660266,10,17,0.07024793388429752,0.23553719008264462,24,2.7335734449527886,8,27,0.8925619834710744,26,0.10743801652892562,0.44681519177666296,30,0.47600786414108626,0.2768595041322314,2,1.4297520661157024,0.0,141312,583.9338842975206,248.5
pytorch/ignite,b92ad52c26e7a07a087afd661d1895aaf0151b34,154,447,0.018971224853577794,2.9025974025974026,1.0,55,0.7882710131032279,2.9025974025974026,2.0,25,0.46339231238560097,0.5771812080536913,4,29,0.18831168831168832,0.2727272727272727,13,2.7972519571816585,6,19,0.8831168831168831,18,0.11688311688311688,0.4311894582902333,24,0.35631754490929884,0.3116883116883117,5,2.6103896103896105,0.0,33002,214.2987012987013,120.0
pytorch/torchtune,84aea68d90ff5f8e65af33fd004e7b84424bc712,246,702,0.011647585863613738,2.8536585365853657,1.0,49,0.682428832835337,2.8536585365853657,2.0,16,0.5376971718435133,0.46296296296296297,4,4,0.016260162601626018,0.04878048780487805,13,2.6199148936170213,7,10,0.9634146341463414,9,0.036585365853658534,0.5279842489538069,19,0.22465476798506984,0.4105691056910569,4,2.5284552845528454,0.0,59366,241.3252032520325,146.5
pyvista/pyvista,a7269d5477de1687f92b79d55ab10694c13c0410,168,754,0.026874821785001425,4.488095238095238,2.0,92,0.7168119237084755,4.488095238095238,3.0,35,0.5223095869647594,0.473474801061008,1,116,0.6904761904761905,0.6904761904761905,4,3.3401980915569514,9,6,0.9702380952380952,5,0.02976190476190476,0.4035452013645695,10,0.41380977884153997,0.21428571428571427,3,2.25,0.0,132517,788.7916666666666,230.5
rdflib/rdflib,0ea6ca579442219d67ffb1fc7313f05fd16d8d49,145,430,0.020593869731800767,2.9655172413793105,1.0,85,0.8473777064955894,2.9655172413793105,2.0,32,0.4553327987169206,0.6534883720930232,1,55,0.3793103448275862,0.3793103448275862,4,2.813459429824561,7,16,0.896551724137931,15,0.10344827586206896,0.3903997422749604,21,0.5952342921092534,0.296551724137931,4,2.1517241379310343,0.0,43586,300.5931034482759,113.0
reflex-dev/reflex,6afcaf60bde184258b79d3bba8eb35046a87a073,246,1116,0.018516674962667994,4.536585365853658,1.0,122,0.8008348631873415,4.536585365853658,3.0,35,0.506061135880176,0.5232974910394266,2,96,0.3902439024390244,0.3983739837398374,6,3.9691023141476647,13,15,0.943089430894309,14,0.056910569105691054,0.4009067679359325,22,0.4220936331924956,0.2804878048780488,5,3.048780487804878,0.0,60194,244.6910569105691,91.0
reframe-hpc/reframe,fcede1ac2d35d060aa4440d5559fb8d35c23ca01,150,423,0.018926174496644296,2.82,0.0,68,0.8661465721040189,2.82,2.0,20,0.5123561859732072,0.6382978723404256,1,27,0.18,0.18,7,3.0376498800959233,6,25,0.84,24,0.16,0.420091080613643,29,0.22842471971910466,0.14,5,2.7866666666666666,0.0,36154,241.02666666666667,108.0
repobee/repobee,cbfc528f133d099530a7ad51975843226c4336b8,50,107,0.043673469387755105,2.14,1.0,22,0.6304672897196262,2.14,1.5,11,0.557570093457944,0.35514018691588783,0,0,0.0,0.0,14,2.0251937984496124,5,4,0.94,3,0.06,0.4194689492532098,8,0.336290404040404,0.34,4,2.5,0.0,8170,163.4,89.5
scikit-learn/scikit-learn,33a1f1690e7a7007633f59b6bee32017f4229864,626,2577,0.0065865814696485624,4.116613418530352,0.0,241,0.9179389809831627,4.116613418530352,3.0,20,0.41304994662788663,0.7920062087698875,4,139,0.2220447284345048,0.24440894568690097,9,5.275913237027015,18,36,0.9440894568690096,35,0.05591054313099041,0.40085014503325794,44,0.15146770854792552,0.19968051118210864,5,1.9728434504792332,0.056468906361686916,237899,380.03035143769966,161.5
scipp/plopp,46c48e4084d63c926cee00f1567c86a2e615b8f1,67,139,0.03143374038896427,2.074626865671642,0.0,14,0.7668849994631161,2.074626865671642,2.0,6,0.4935037044990873,0.38848920863309355,2,2,0.029850746268656716,0.05970149253731343,5,1.4955752212389382,4,10,0.835820895522388,8,0.11940298507462686,0.4990942511588257,15,0.2516573807618584,0.16417910447761194,4,3.208955223880597,0.0,9346,139.49253731343285,116.0
scrapy/scrapy,00167edca0677fd9657a8c5995d30600dd37fe37,175,726,0.023842364532019704,4.148571428571429,1.0,72,0.8234553325462416,4.148571428571429,4.0,16,0.463801652892562,0.5881542699724518,3,50,0.2857142857142857,0.30857142857142855,9,3.3036355950116256,9,15,0.92,14,0.08,0.294840372605688,22,0.30928373389066083,0.2571428571428571,5,2.08,0.0,26136,149.34857142857143,111.0
sdv-dev/sdv,a400b4e963fb140290007835ff7e2872b9d330b9,80,197,0.031170886075949367,2.4625,1.0,20,0.5485406091370558,2.4625,1.0,15,0.6201142131979696,0.28426395939086296,1,5,0.0625,0.0625,18,3.0075125208681137,8,6,0.9125,4,0.05,0.4597563515201999,12,0.213207160164397,0.3875,3,1.8875,0.0,20186,252.325,135.5
sissbruecker/linkding,5cc8c9c010175e9f438d9c1c31117b7ce735a46a,85,137,0.019187675070028012,1.611764705882353,1.0,29,0.7462430227565479,1.611764705882353,1.0,12,0.6528123658222413,0.4744525547445255,0,0,0.0,0.0,8,1.8,4,21,0.7058823529411765,18,0.21176470588235294,0.4119558847035005,26,0.2087049994070867,0.29411764705882354,3,1.8823529411764706,0.008064516129032258,8579,100.92941176470588,50.0
spacetelescope/jwst,e8ba844c92f5959069859aea0336214360f2d75d,386,823,0.0055379853307314444,2.1321243523316062,1.0,78,0.6143044214582061,2.1321243523316062,1.0,63,0.6092363966028495,0.35844471445929527,6,27,0.06994818652849741,0.12694300518134716,13,4.6030522929602755,15,25,0.9326424870466321,22,0.05699481865284974,0.5769428128150487,40,0.1359702194866735,0.3860103626943005,4,2.0906735751295336,0.007255139056831923,104303,270.2150259067358,117.0
spdx/tools-python,552940abb52cbc9cf358e429d1388e9c1b25d7a6,284,944,0.011745383964564773,3.323943661971831,1.0,114,0.7089102411076629,3.323943661971831,3.0,22,0.4879968369539269,0.538135593220339,3,18,0.06338028169014084,0.11267605633802817,12,2.4001417434443657,6,36,0.8767605633802817,35,0.12323943661971831,0.5977211294597738,42,0.3134648599559117,0.5352112676056338,6,4.447183098591549,0.0,12754,44.90845070422535,29.0
sphinx-doc/sphinx,8ef07089eeb3082f23338f18519d8cc96fd38b43,215,1237,0.02688545968267768,5.753488372093023,1.0,97,0.8015190539752965,5.753488372093023,5.0,32,0.5258257975973379,0.5392077607113985,6,85,0.3953488372093023,0.4418604651162791,7,3.3125717865719952,8,14,0.9395348837209302,13,0.06046511627906977,0.2721374865277592,19,0.40146944486538044,0.21395348837209302,4,2.213953488372093,0.0,83984,390.6232558139535,206.0
spikeinterface/spikeinterface,b8f7253b018d55c730e3cb096e17ff89339a5050,353,1308,0.01052665464846768,3.7053824362606234,1.0,133,0.7084578666042918,3.7053824362606234,3.0,38,0.4466217913732013,0.47553516819571867,6,45,0.1274787535410765,0.2804532577903683,15,3.943153732081068,12,12,0.9688385269121813,11,0.031161473087818695,0.5305194932418367,19,0.2635414056953694,0.46458923512747874,4,3.2407932011331444,0.0,98574,279.24645892351276,167.0
sqlfluff/sqlfluff,514690958e5afdafde117ac74124f8fd8f2bd89f,233,831,0.01537294657392334,3.5665236051502145,1.0,81,0.7200797425925639,3.5665236051502145,3.0,17,0.4197538515568915,0.50661853188929,3,51,0.21888412017167383,0.2446351931330472,15,3.3599612684580005,8,11,0.9570815450643777,10,0.04291845493562232,0.513763085399449,15,0.2649876241685802,0.4721030042918455,5,3.755364806866953,0.0,109520,470.0429184549356,157.0
stanfordnlp/dspy,da482fdee1560de668f9ada9ecf764cb13c8548b,130,397,0.023673225998807394,3.0538461538461537,1.0,44,0.5907963572950978,3.0538461538461537,2.0,17,0.48519666731253636,0.3249370277078086,1,74,0.5692307692307692,0.5692307692307692,7,3.5896465903434542,9,4,0.9769230769230769,3,0.023076923076923078,0.4663281453438295,11,0.3309894515574966,0.3923076923076923,3,2.1384615384615384,0.0,21318,163.98461538461538,131.5
statsmodels/statsmodels,831e26ca5dfb087658500f08236a30b99b3f4501,744,1857,0.0033593105544219163,2.495967741935484,1.0,148,0.8216259604750407,2.495967741935484,1.0,38,0.5811916259894269,0.589122240172321,9,29,0.038978494623655914,0.06451612903225806,19,3.518129959617068,13,80,0.885752688172043,76,0.10215053763440861,0.5250122017209732,91,0.17275453200535987,0.24059139784946237,6,2.5013440860215055,0.017189079878665317,260760,350.48387096774195,142.5
streamlink/streamlink,987c4176f5d23efb845a0c0b884eac926e650d47,264,842,0.012126973153589123,3.1893939393939394,0.0,137,0.880821276902037,3.1893939393939394,3.0,18,0.40725545238609373,0.7114014251781473,3,8,0.030303030303030304,0.056818181818181816,11,3.0781563126252505,6,12,0.9507575757575758,10,0.03787878787878788,0.41518871233948096,17,0.13633782219683946,0.10984848484848485,5,3.034090909090909,0.0,54155,205.13257575757575,99.0
sunpy/sunpy,7b7562c232c4031b0bcf3f13034f873eb4457eef,284,793,0.00986662021599562,2.7922535211267605,1.0,92,0.8207422339839795,2.7922535211267605,2.0,21,0.46062820808837895,0.5737704918032787,9,14,0.04929577464788732,0.1936619718309859,13,3.012815313488523,9,21,0.9295774647887324,20,0.07042253521126761,0.5170679513116866,28,0.13880764116011995,0.2535211267605634,5,2.3380281690140845,0.0024937655860349127,51256,180.4788732394366,77.0
sympy/sympy,1b067d20fdb512f337a8b838eb0c74498720a472,856,7000,0.009564409466032682,8.177570093457945,2.0,228,0.7753344459279039,8.177570093457945,6.0,60,0.5230687583444593,0.5412857142857143,9,514,0.6004672897196262,0.6764018691588785,14,3.9115043194745236,12,48,0.9392523364485982,45,0.052570093457943924,0.369295951681388,57,0.3547653517346414,0.23130841121495327,5,2.460280373831776,0.0009852216748768472,498967,582.9053738317757,277.0
tefra/xsdata,2b96e1d6c02684e8a866708b36635c44b2944a61,127,506,0.031621047369078864,3.984251968503937,1.0,43,0.6757337151037939,3.984251968503937,3.0,25,0.4748996296411565,0.4090909090909091,3,5,0.03937007874015748,0.07086614173228346,22,3.2051630434782608,8,11,0.9212598425196851,10,0.07874015748031496,0.39132995268943005,16,0.24275864440476266,0.49606299212598426,5,2.9448818897637796,0.0,23553,185.45669291338584,102.0
terrapower/armi,7b6693f1460d1c0d8d0a8e40edd22a07967bc6f8,280,1185,0.015168970814132104,4.232142857142857,1.0,124,0.7270735382760699,4.232142857142857,3.0,24,0.4925768535262206,0.43291139240506327,1,185,0.6607142857142857,0.6607142857142857,5,5.263681396445982,12,10,0.9678571428571429,9,0.03214285714285714,0.42352865856064364,16,0.3731814954886837,0.2785714285714286,4,2.467857142857143,0.0,98182,350.65,195.0
textualize/textual,3483d81fbed1f395d00b636b5043b0e9e80ca853,534,1866,0.00655606383202985,3.49438202247191,0.0,339,0.9035670845526693,3.49438202247191,2.0,54,0.4786741653319203,0.7406216505894962,1,137,0.2565543071161049,0.2565543071161049,9,2.9817653130306425,10,10,0.9831460674157303,9,0.016853932584269662,0.3826383084725895,17,0.5312379390537322,0.14232209737827714,4,2.9138576779026217,0.0,87480,163.82022471910113,38.0
tobymao/sqlglot,06db2350a1c625cc30212912a73267127fc4f3ea,78,410,0.06826506826506827,5.256410256410256,1.0,58,0.7712320200125078,5.256410256410256,5.0,17,0.3632895559724828,0.4292682926829268,1,21,0.2692307692307692,0.2692307692307692,7,2.1389346512904996,5,3,0.9743589743589743,2,0.02564102564102564,0.23656484277384418,6,0.5367894972375391,0.23076923076923078,2,1.6794871794871795,0.009900990099009901,52373,671.4487179487179,215.5
tornadoweb/tornado,d33bd7d7de020dfebeb847311a49edb481991d76,59,210,0.061367621274108705,3.559322033898305,0.0,19,0.7585149313962873,3.559322033898305,3.0,14,0.4487489911218725,0.2714285714285714,3,7,0.11864406779661017,0.1864406779661017,8,1.8247787610619468,5,8,0.8813559322033898,7,0.11864406779661017,0.2731040945790081,11,0.33346696769323625,0.1016949152542373,3,1.4915254237288136,0.004784688995215311,26777,453.8474576271187,268.0
tox-dev/tox,7ed917be1c3ec063210d3d09d69d2950e408bd16,115,425,0.03241800152555301,3.6956521739130435,2.0,20,0.6041943734015345,3.6956521739130435,2.0,26,0.5931048593350383,0.25882352941176473,1,65,0.5652173913043478,0.5652173913043478,6,4.197193838645722,11,16,0.8695652173913043,15,0.13043478260869565,0.4389673345447301,21,0.31404916165671626,0.30434782608695654,6,3.782608695652174,0.009389671361502348,12884,112.03478260869565,75.0
twisted/twisted,7ac990f8d59699221633269c9e13b47dfbbab8a3,656,2638,0.006139452615900205,4.021341463414634,0.5,197,0.8585379722258177,4.021341463414634,3.0,23,0.5145412267238669,0.6444275966641395,14,32,0.04878048780487805,0.14176829268292682,18,3.590145097332372,11,58,0.913109756097561,57,0.08689024390243902,0.44243217779174454,69,0.2942872070146141,0.1722560975609756,8,3.5625,0.000945179584120983,180112,274.5609756097561,88.0
ucfopen/canvasapi,fef329b92c06d9ed58e4744f65b8acf605f31207,75,300,0.05405405405405406,4.0,2.0,60,0.6468444444444444,4.0,2.0,38,0.596,0.47333333333333333,1,36,0.48,0.48,7,3.0590817015530045,5,3,0.9733333333333334,2,0.02666666666666667,0.21099415204678362,7,0.583901410140451,0.37333333333333335,1,0.9866666666666667,0.0,16108,214.77333333333334,68.0
vertexproject/synapse,b5cc3206b4a0620ccbf75d560f93855f202e14ad,263,929,0.013482135082576263,3.532319391634981,1.0,124,0.821865778239818,3.532319391634981,2.0,83,0.5982638021995114,0.5984930032292788,3,3,0.011406844106463879,0.026615969581749048,17,2.632129131437356,9,33,0.8783269961977186,32,0.12167300380228137,0.36540148062453065,39,0.3947479604861444,0.29277566539923955,5,2.376425855513308,0.0,123658,470.1825095057034,128.0
wemake-services/wemake-python-styleguide,2409cae2815b85de371c70d1df854156344c3c39,157,492,0.020088192062714356,3.1337579617834397,1.0,49,0.7130909844130289,3.1337579617834397,1.0,21,0.6631971415255554,0.4613821138211382,0,0,0.0,0.0,9,1.7591623036649215,5,30,0.8152866242038217,29,0.18471337579617833,0.33045186396985926,36,0.13956957748128834,0.4968152866242038,4,2.821656050955414,0.0,23130,147.3248407643312,50.0
xonsh/xonsh,4fc7d59c95f10821712d70fc9904b1906ec7e381,158,526,0.021204547286946707,3.329113924050633,1.0,68,0.722746306011455,3.329113924050633,2.0,20,0.5509938874717235,0.5,1,93,0.5886075949367089,0.5886075949367089,5,4.152704918032787,11,21,0.8607594936708861,19,0.12025316455696203,0.3763446807861328,26,0.3692295138300791,0.33544303797468356,3,1.7974683544303798,0.0,56426,357.126582278481,173.5
yt-dlp/yt-dlp,336b33e72fe0105a33c40c8e5afdff720e17afdb,1117,3716,0.0029809750259110583,3.3267681289167412,1.0,964,0.7033944528873183,3.3267681289167412,2.0,1006,0.4344864039749714,0.7034445640473628,5,20,0.017905102954341987,0.04118173679498657,19,3.7691679115435197,9,7,0.9946284691136974,6,0.005371530886302597,0.22280875743211606,19,0.3651668038710516,0.8755595344673232,3,1.980304386750224,0.001606425702811245,228614,204.66786034019697,113.0
yukinarit/pyserde,2ae010d56d88c9232ef2817b7c8dca985077cdcf,86,144,0.01969904240766074,1.6744186046511629,0.0,59,0.9547803617571059,1.6744186046511629,2.0,4,0.2852067183462532,0.9027777777777778,1,4,0.046511627906976744,0.046511627906976744,5,1.8878504672897196,4,15,0.8372093023255814,14,0.16279069767441862,0.2752946354344956,16,0.04965493109165961,0.046511627906976744,1,0.9883720930232558,0.0,8027,93.33720930232558,33.5
zarr-developers/zarr-python,0351c4e524e60b849dbaca2c00fabee20e882f46,59,278,0.08123904149620105,4.711864406779661,2.0,36,0.6063894646994269,4.711864406779661,4.0,25,0.48859895134739667,0.302158273381295,1,36,0.6101694915254238,0.6101694915254238,6,3.671115347950429,9,4,0.9491525423728814,3,0.05084745762711865,0.29028321339898167,6,0.48786133950611915,0.22033898305084745,4,2.9661016949152543,0.003134796238244514,23215,393.47457627118644,147.0
