source,method,budget,coverage
symbol,rrf_ppr_issue_path,500,0.07494332857959514
symbol,rrf_ppr_issue_path,1000,0.1566382644548084
symbol,rrf_ppr_issue_path,2000,0.26672445300639636
symbol,rrf_ppr_issue_path,4000,0.42627565205931667
symbol,rrf_ppr_issue_path,8000,0.5977295284818465
symbol,rrf_ppr_issue_path,16000,0.7751513865225326
symbol,rrf_ppr_issue_path,32000,0.9077450181949265
symbol,rrf_pprpl_issue_path,250,0.06039599878111575
symbol,rrf_pprpl_issue_path,500,0.12540103760610333
symbol,rrf_pprpl_issue_path,1000,0.2165663872180695
symbol,rrf_pprpl_issue_path,2000,0.33985384856618867
symbol,rrf_pprpl_issue_path,4000,0.49423952375776636
symbol,rrf_pprpl_issue_path,8000,0.65875718986412
symbol,rrf_pprpl_issue_path,16000,0.8243336828110805
symbol,rrf_pprpl_issue_path,32000,0.9276454579957356
symbol,rrf_pprpl_issue_path_k10,250,0.057072314857449416
symbol,rrf_pprpl_issue_path_k10,500,0.11698205786139548
symbol,rrf_pprpl_issue_path_k10,1000,0.20704051076566593
symbol,rrf_pprpl_issue_path_k10,2000,0.32843167890313407
symbol,rrf_pprpl_issue_path_k10,4000,0.48836729407626706
symbol,rrf_pprpl_issue_path_k10,8000,0.6528648238698619
symbol,rrf_pprpl_issue_path_k10,16000,0.8137414483621483
symbol,rrf_pprpl_issue_path_k10,32000,0.9222824841137779
symbol,rrf_pprpl_issue_path_k200,250,0.057421372429727335
symbol,rrf_pprpl_issue_path_k200,500,0.12410395950424093
symbol,rrf_pprpl_issue_path_k200,1000,0.21893950455274175
symbol,rrf_pprpl_issue_path_k200,2000,0.34040085938124737
symbol,rrf_pprpl_issue_path_k200,4000,0.49221568546611894
symbol,rrf_pprpl_issue_path_k200,8000,0.6560391053267401
symbol,rrf_pprpl_issue_path_k200,16000,0.8158724541134019
symbol,rrf_pprpl_issue_path_k200,32000,0.9249211830505646
symbol,rrf_pprpl_issue_path_rd,250,0.05048504910617632
symbol,rrf_pprpl_issue_path_rd,500,0.11029090370058282
symbol,rrf_pprpl_issue_path_rd,1000,0.1955850614417843
symbol,rrf_pprpl_issue_path_rd,2000,0.3127895013608761
symbol,rrf_pprpl_issue_path_rd,4000,0.46054939148671087
symbol,rrf_pprpl_issue_path_rd,8000,0.6348178869976996
symbol,rrf_pprpl_issue_path_rd,16000,0.8092134479591448
symbol,rrf_pprpl_issue_path_rd,32000,0.9225738676447901
symbol,rrf_pprpl_issue_path_rdp,250,0.04950405192289002
symbol,rrf_pprpl_issue_path_rdp,500,0.10329704184234675
symbol,rrf_pprpl_issue_path_rdp,1000,0.1814624926049782
symbol,rrf_pprpl_issue_path_rdp,2000,0.29348319590423266
symbol,rrf_pprpl_issue_path_rdp,4000,0.43589238902107963
symbol,rrf_pprpl_issue_path_rdp,8000,0.6064536591913027
symbol,rrf_pprpl_issue_path_rdp,16000,0.7854702619307992
symbol,rrf_pprpl_issue_path_rdp,32000,0.9117895521528334
symbol,rrf_pprpl_issue_path_rds,250,0.0464624750239872
symbol,rrf_pprpl_issue_path_rds,500,0.0979013560442437
symbol,rrf_pprpl_issue_path_rds,1000,0.1785979608064187
symbol,rrf_pprpl_issue_path_rds,2000,0.2843471806355315
symbol,rrf_pprpl_issue_path_rds,4000,0.4327842485121928
symbol,rrf_pprpl_issue_path_rds,8000,0.6058003426385465
symbol,rrf_pprpl_issue_path_rds,16000,0.7808445258259314
symbol,rrf_pprpl_issue_path_rds,32000,0.9094595061775377
symbol,rrf_pprpl_seedpath,250,0.039959229547012545
symbol,rrf_pprpl_seedpath,500,0.09062988208652455
symbol,rrf_pprpl_seedpath,1000,0.17348823467343708
symbol,rrf_pprpl_seedpath,2000,0.2888362458025372
symbol,rrf_pprpl_seedpath,4000,0.43669374257358273
symbol,rrf_pprpl_seedpath,8000,0.6119386552500229
symbol,rrf_pprpl_seedpath,16000,0.7876598671658601
symbol,rrf_pprpl_seedpath,32000,0.9121600309679813
symbol,same_dir,250,0.03032193256456392
symbol,same_dir,500,0.05837417502838262
symbol,same_dir,1000,0.10674749107985282
symbol,same_dir,2000,0.18246694705818509
symbol,same_dir,4000,0.2948513024416987
symbol,same_dir,8000,0.4377714199019825
symbol,same_dir,16000,0.6134190341611755
symbol,same_dir,32000,0.7903035111515022
union_static,bfs_und,250,0.04112719256485718
union_static,bfs_und,500,0.08202566267937939
union_static,bfs_und,1000,0.15285521736904528
union_static,bfs_und,2000,0.2589617856707653
union_static,bfs_und,4000,0.4005037175959525
union_static,bfs_und,8000,0.570220603056424
union_static,bfs_und,16000,0.7314279407026456
union_static,bfs_und,32000,0.8573671716718736
union_static,bm25_issue,250,0.017177998894416804
union_static,bm25_issue,500,0.042604931690752586
union_static,bm25_issue,1000,0.10846873206947834
union_static,bm25_issue,2000,0.19958513823563576
union_static,bm25_issue,4000,0.33639969989472474
union_static,bm25_issue,8000,0.492800028178284
union_static,bm25_issue,16000,0.661042496318323
union_static,bm25_issue,32000,0.8269770885716891
union_static,bm25_issue_pl,250,0.05619370291963209
union_static,bm25_issue_pl,500,0.09374476435129055
union_static,bm25_issue_pl,1000,0.14566133290343122
union_static,bm25_issue_pl,2000,0.22206997382407095
union_static,bm25_issue_pl,4000,0.33596429103635717
union_static,bm25_issue_pl,8000,0.48226413432003123
union_static,bm25_issue_pl,16000,0.6579213424015151
union_static,bm25_issue_pl,32000,0.8211100019356531
union_static,bm25_issue_rd,250,0.016763405196241015
union_static,bm25_issue_rd,500,0.04115385374713733
union_static,bm25_issue_rd,1000,0.10619537662448109
union_static,bm25_issue_rd,2000,0.19706302657173305
union_static,bm25_issue_rd,4000,0.3331491776143517
union_static,bm25_issue_rd,8000,0.491128228216683
union_static,bm25_issue_rd,16000,0.6586939396787216
union_static,bm25_issue_rd,32000,0.8267520234212508
union_static,bm25_issue_rdp,250,0.016970702045328908
union_static,bm25_issue_rdp,500,0.04166518597488746
union_static,bm25_issue_rdp,1000,0.10531091006837276
union_static,bm25_issue_rdp,2000,0.19392149218019866
union_static,bm25_issue_rdp,4000,0.32980067541634706
union_static,bm25_issue_rdp,8000,0.487992123028339
union_static,bm25_issue_rdp,16000,0.6569503428480602
union_static,bm25_issue_rdp,32000,0.8253512889981284
union_static,bm25_issue_rds,250,0.015588723051409618
union_static,bm25_issue_rds,500,0.03833807154702677
union_static,bm25_issue_rds,1000,0.10004530433634912
union_static,bm25_issue_rds,2000,0.1877603336869506
union_static,bm25_issue_rds,4000,0.3223091826636603
union_static,bm25_issue_rds,8000,0.4798661176075575
union_static,bm25_issue_rds,16000,0.6514708686185858
union_static,bm25_issue_rds,32000,0.8232834459787928
union_static,bm25_seed,250,0.024661011321459085
union_static,bm25_seed,500,0.05253875822905674
union_static,bm25_seed,1000,0.1064284688040907
union_static,bm25_seed,2000,0.19958204684572844
union_static,bm25_seed,4000,0.3309774821261506
union_static,bm25_seed,8000,0.47941504004022295
union_static,bm25_seed,16000,0.6596198989691088
union_static,bm25_seed,32000,0.8209764220702178
union_static,hops_lines,250,0.08947274483014898
union_static,hops_lines,500,0.14404811958221383
union_static,hops_lines,1000,0.22380676112385212
union_static,hops_lines,2000,0.32630113954375
union_static,hops_lines,4000,0.4640586556594751
union_static,hops_lines,8000,0.6131344219817295
union_static,hops_lines,16000,0.7581955229489616
union_static,hops_lines,32000,0.8734655964462813
union_static,indegree,250,0.03768505414564336
union_static,indegree,500,0.06849233228915699
union_static,indegree,1000,0.12782151797735644
union_static,indegree,2000,0.2102447657210607
union_static,indegree,4000,0.3399891157908668
union_static,indegree,8000,0.517916218594811
union_static,indegree,16000,0.7218019248705279
union_static,indegree,32000,0.8549173394548236
union_static,oracle,250,0.31444377026576326
union_static,oracle,500,0.47552512745115905
union_static,oracle,1000,0.6607587940409129
union_static,oracle,2000,0.8245376520800869
union_static,oracle,4000,0.9342750524927873
union_static,oracle,8000,0.9799059557217298
union_static,oracle,16000,0.9964309943787556
union_static,oracle,32000,1.0
union_static,pagerank,250,0.03660714630863885
union_static,pagerank,500,0.07341066778255832
union_static,pagerank,1000,0.14271658670619747
union_static,pagerank,2000,0.22552609881041255
union_static,pagerank,4000,0.3652529925174058
union_static,pagerank,8000,0.5303459788918525
union_static,pagerank,16000,0.710739207951675
union_static,pagerank,32000,0.8537319733282323
union_static,path_issue,250,0.04840186991928286
union_static,path_issue,500,0.09188507119684566
union_static,path_issue,1000,0.16049950349530878
union_static,path_issue,2000,0.25365834488785904
union_static,path_issue,4000,0.375100528723346
union_static,path_issue,8000,0.5258079604929913
union_static,path_issue,16000,0.6967401651773908
union_static,path_issue,32000,0.839565740765014
union_static,path_issue_rd,250,0.04005076828459913
union_static,path_issue_rd,500,0.07288818453826745
union_static,path_issue_rd,1000,0.12899092292017372
union_static,path_issue_rd,2000,0.20635589390466963
union_static,path_issue_rd,4000,0.3226048721219924
union_static,path_issue_rd,8000,0.4854673662326574
union_static,path_issue_rd,16000,0.6663705994387148
union_static,path_issue_rd,32000,0.8279192571475031
union_static,path_issue_rdp,250,0.03739736861627409
union_static,path_issue_rdp,500,0.06781270216179006
union_static,path_issue_rdp,1000,0.11770886742413911
union_static,path_issue_rdp,2000,0.19164935809104672
union_static,path_issue_rdp,4000,0.29323695952988216
union_static,path_issue_rdp,8000,0.4412140211050074
union_static,path_issue_rdp,16000,0.621625992690401
union_static,path_issue_rdp,32000,0.793886404429888
union_static,path_issue_rds,250,0.03506522422359902
union_static,path_issue_rds,500,0.06518534671519746
union_static,path_issue_rds,1000,0.11440949844459258
union_static,path_issue_rds,2000,0.18345779197769246
union_static,path_issue_rds,4000,0.2877365721222418
union_static,path_issue_rds,8000,0.4405211350673989
union_static,path_issue_rds,16000,0.6220867285586581
union_static,path_issue_rds,32000,0.7892016704260632
union_static,path_seed,250,0.03439843697745366
union_static,path_seed,500,0.06981465494964179
union_static,path_seed,1000,0.12754789174467743
union_static,path_seed,2000,0.21834591258793776
union_static,path_seed,4000,0.34974143783284356
union_static,path_seed,8000,0.510565802604994
union_static,path_seed,16000,0.6839455881384717
union_static,path_seed,32000,0.8583199469430082
union_static,ppr_in,250,0.02036626877496061
union_static,ppr_in,500,0.03490205545005077
union_static,ppr_in,1000,0.07138438415874764
union_static,ppr_in,2000,0.1355995326089707
union_static,ppr_in,4000,0.2380716945613053
union_static,ppr_in,8000,0.3777052688853976
union_static,ppr_in,16000,0.5650549720713607
union_static,ppr_in,32000,0.7539827407992709
union_static,ppr_in_pl,250,0.03324128139390065
union_static,ppr_in_pl,500,0.057020703082672645
union_static,ppr_in_pl,1000,0.09053383817431228
union_static,ppr_in_pl,2000,0.14514321442547956
union_static,ppr_in_pl,4000,0.2483420654422264
union_static,ppr_in_pl,8000,0.38712852266042197
union_static,ppr_in_pl,16000,0.5657396992010688
union_static,ppr_in_pl,32000,0.7568871933525382
union_static,ppr_out,250,0.053337253366518796
union_static,ppr_out,500,0.09274806631223079
union_static,ppr_out,1000,0.17240321467896824
union_static,ppr_out,2000,0.2779799441247105
union_static,ppr_out,4000,0.42627917943435945
union_static,ppr_out,8000,0.5929477454389658
union_static,ppr_out,16000,0.7549822902251934
union_static,ppr_out,32000,0.8754824488460231
union_static,ppr_out_pl,250,0.09227749104102631
union_static,ppr_out_pl,500,0.14795902653855536
union_static,ppr_out_pl,1000,0.23106382041851753
union_static,ppr_out_pl,2000,0.32539835488328317
union_static,ppr_out_pl,4000,0.4586779613728204
union_static,ppr_out_pl,8000,0.6067952077134108
union_static,ppr_out_pl,16000,0.7583516569871559
union_static,ppr_out_pl,32000,0.8795071691984189
union_static,ppr_und,250,0.04237594550551823
union_static,ppr_und,500,0.08367840070539807
union_static,ppr_und,1000,0.16452142628613217
union_static,ppr_und,2000,0.27918198907553604
union_static,ppr_und,4000,0.4358997150352871
union_static,ppr_und,8000,0.6053969288604933
union_static,ppr_und,16000,0.7650650770364701
union_static,ppr_und,32000,0.8888668832332866
union_static,ppr_und_pl,250,0.10258428474700057
union_static,ppr_und_pl,500,0.15897416190070565
union_static,ppr_und_pl,1000,0.24687072762321516
union_static,ppr_und_pl,2000,0.3420324986446584
union_static,ppr_und_pl,4000,0.47971598071283467
union_static,ppr_und_pl,8000,0.6240558783286322
union_static,ppr_und_pl,16000,0.7711684302132794
union_static,ppr_und_pl,32000,0.8912585930474429
union_static,random,250,0.008521303451676098
union_static,random,500,0.019811840446412682
union_static,random,1000,0.043846137427861163
union_static,random,2000,0.09261920100984583
union_static,random,4000,0.1826677047972531
union_static,random,8000,0.3396778121481809
union_static,random,16000,0.5339040826359137
union_static,random,32000,0.7355654181805289
union_static,rrf_hops_issue_path,250,0.0458025396952087
union_static,rrf_hops_issue_path,500,0.10184282458816651
union_static,rrf_hops_issue_path,1000,0.18927066835746476
union_static,rrf_hops_issue_path,2000,0.31443629475406865
union_static,rrf_hops_issue_path,4000,0.47337017329761943
union_static,rrf_hops_issue_path,8000,0.6372943385960409
union_static,rrf_hops_issue_path,16000,0.795694223065943
union_static,rrf_hops_issue_path,32000,0.9090515840765817
union_static,rrf_hops_path,250,0.06789742711664963
union_static,rrf_hops_path,500,0.12310169514039869
union_static,rrf_hops_path,1000,0.20218341945307608
union_static,rrf_hops_path,2000,0.3273379024354539
union_static,rrf_hops_path,4000,0.49159766544168065
union_static,rrf_hops_path,8000,0.6532708831515046
union_static,rrf_hops_path,16000,0.7984917376257245
union_static,rrf_hops_path,32000,0.9058265410328623
union_static,rrf_hops_path_rd,250,0.060416623263540636
union_static,rrf_hops_path_rd,500,0.1118667074018991
union_static,rrf_hops_path_rd,1000,0.18207612643826182
union_static,rrf_hops_path_rd,2000,0.29703015152361556
union_static,rrf_hops_path_rd,4000,0.45323199830443023
union_static,rrf_hops_path_rd,8000,0.6246903087699107
union_static,rrf_hops_path_rd,16000,0.779502456801013
union_static,rrf_hops_path_rd,32000,0.8986582476504191
union_static,rrf_hops_path_rdp,250,0.054725647901923385
union_static,rrf_hops_path_rdp,500,0.10310779403306962
union_static,rrf_hops_path_rdp,1000,0.16992743571674895
union_static,rrf_hops_path_rdp,2000,0.2790320305532236
union_static,rrf_hops_path_rdp,4000,0.42736319377988485
union_static,rrf_hops_path_rdp,8000,0.5955777164878715
union_static,rrf_hops_path_rdp,16000,0.7624361546332574
union_static,rrf_hops_path_rdp,32000,0.8843249343926106
union_static,rrf_hops_path_rds,250,0.053423241207969534
union_static,rrf_hops_path_rds,500,0.10142188676965772
union_static,rrf_hops_path_rds,1000,0.17130454000271578
union_static,rrf_hops_path_rds,2000,0.27994962287592273
union_static,rrf_hops_path_rds,4000,0.42676414676707336
union_static,rrf_hops_path_rds,8000,0.5933870095732353
union_static,rrf_hops_path_rds,16000,0.757908798965769
union_static,rrf_hops_path_rds,32000,0.8802822397319277
union_static,rrf_hops_pathseed,250,0.05448070892478755
union_static,rrf_hops_pathseed,500,0.1039375588895148
union_static,rrf_hops_pathseed,1000,0.17493108316747474
union_static,rrf_hops_pathseed,2000,0.29342373651343506
union_static,rrf_hops_pathseed,4000,0.4508862591909368
union_static,rrf_hops_pathseed,8000,0.6242224923493824
union_static,rrf_hops_pathseed,16000,0.7721763671128367
union_static,rrf_hops_pathseed,32000,0.8959179973794402
union_static,rrf_ppr_issue,250,0.01737889436894412
union_static,rrf_ppr_issue,500,0.047863122458893605
union_static,rrf_ppr_issue,1000,0.11703874023525764
union_static,rrf_ppr_issue,2000,0.22129683472967057
union_static,rrf_ppr_issue,4000,0.3759641335804637
union_static,rrf_ppr_issue,8000,0.5447660327781779
union_static,rrf_ppr_issue,16000,0.7417407703532228
union_static,rrf_ppr_issue,32000,0.8893498264327939
union_static,rrf_ppr_issue_path,250,0.03095113751147309
union_static,rrf_ppr_issue_path,500,0.07090844273619125
union_static,rrf_ppr_issue_path,1000,0.1517667095141244
union_static,rrf_ppr_issue_path,2000,0.26052534137172223
union_static,rrf_ppr_issue_path,4000,0.4170495579455681
union_static,rrf_ppr_issue_path,8000,0.5887904069928994
union_static,rrf_ppr_issue_path,16000,0.7688985781720638
union_static,rrf_ppr_issue_path,32000,0.9034853346810717
union_static,rrf_pprpl_issue_path,250,0.058014802483634796
union_static,rrf_pprpl_issue_path,500,0.12029811677589942
union_static,rrf_pprpl_issue_path,1000,0.20997573985880005
union_static,rrf_pprpl_issue_path,2000,0.3324175638968098
union_static,rrf_pprpl_issue_path,4000,0.48621888614877107
union_static,rrf_pprpl_issue_path,8000,0.6498650747504517
union_static,rrf_pprpl_issue_path,16000,0.8160679658862763
union_static,rrf_pprpl_issue_path,32000,0.9218696225579701
union_static,rrf_pprpl_issue_path_k10,250,0.05393287191587357
union_static,rrf_pprpl_issue_path_k10,500,0.11335359285681207
union_static,rrf_pprpl_issue_path_k10,1000,0.201025903379942
union_static,rrf_pprpl_issue_path_k10,2000,0.32110430520768535
union_static,rrf_pprpl_issue_path_k10,4000,0.47917108045327245
union_static,rrf_pprpl_issue_path_k10,8000,0.6449897351291117
union_static,rrf_pprpl_issue_path_k10,16000,0.8062807507989685
union_static,rrf_pprpl_issue_path_k10,32000,0.916578425359276
union_static,rrf_pprpl_issue_path_k200,250,0.0551823737183702
union_static,rrf_pprpl_issue_path_k200,500,0.11880925377169646
union_static,rrf_pprpl_issue_path_k200,1000,0.21113298121090043
union_static,rrf_pprpl_issue_path_k200,2000,0.33327097337315853
union_static,rrf_pprpl_issue_path_k200,4000,0.48493111021096097
union_static,rrf_pprpl_issue_path_k200,8000,0.6463592592305645
union_static,rrf_pprpl_issue_path_k200,16000,0.8077747120688054
union_static,rrf_pprpl_issue_path_k200,32000,0.9188393610358542
union_static,rrf_pprpl_issue_path_rd,250,0.04914296803197886
union_static,rrf_pprpl_issue_path_rd,500,0.10560379549075774
union_static,rrf_pprpl_issue_path_rd,1000,0.18883340904607124
union_static,rrf_pprpl_issue_path_rd,2000,0.30391293059325447
union_static,rrf_pprpl_issue_path_rd,4000,0.4524800248888143
union_static,rrf_pprpl_issue_path_rd,8000,0.6266172757545551
union_static,rrf_pprpl_issue_path_rd,16000,0.8021350079131027
union_static,rrf_pprpl_issue_path_rd,32000,0.9167082214376382
union_static,rrf_pprpl_issue_path_rdp,250,0.0479022741765401
union_static,rrf_pprpl_issue_path_rdp,500,0.09961865108862962
union_static,rrf_pprpl_issue_path_rdp,1000,0.17511725239446926
union_static,rrf_pprpl_issue_path_rdp,2000,0.2837498191055161
union_static,rrf_pprpl_issue_path_rdp,4000,0.42612785788695456
union_static,rrf_pprpl_issue_path_rdp,8000,0.5977880838681005
union_static,rrf_pprpl_issue_path_rdp,16000,0.7795868818592212
union_static,rrf_pprpl_issue_path_rdp,32000,0.9070546321454769
union_static,rrf_pprpl_issue_path_rds,250,0.04454284580552749
union_static,rrf_pprpl_issue_path_rds,500,0.09370430650183845
union_static,rrf_pprpl_issue_path_rds,1000,0.17228243248692474
union_static,rrf_pprpl_issue_path_rds,2000,0.27660225881436007
union_static,rrf_pprpl_issue_path_rds,4000,0.4241670151910616
union_static,rrf_pprpl_issue_path_rds,8000,0.5975017102004713
union_static,rrf_pprpl_issue_path_rds,16000,0.7736817105140927
union_static,rrf_pprpl_issue_path_rds,32000,0.9040661452974885
union_static,rrf_pprpl_seedpath,250,0.041298414671134404
union_static,rrf_pprpl_seedpath,500,0.09110419975884321
union_static,rrf_pprpl_seedpath,1000,0.17065697375423255
union_static,rrf_pprpl_seedpath,2000,0.2859126476328457
union_static,rrf_pprpl_seedpath,4000,0.43284564385310653
union_static,rrf_pprpl_seedpath,8000,0.6073350581636359
union_static,rrf_pprpl_seedpath,16000,0.7827018014268039
union_static,rrf_pprpl_seedpath,32000,0.9066979141471875
union_static,same_dir,250,0.02989140220690801
union_static,same_dir,500,0.05844405730209554
union_static,same_dir,1000,0.10667380262785588
union_static,same_dir,2000,0.1817347105233653
union_static,same_dir,4000,0.29433559874370524
union_static,same_dir,8000,0.43665794996092044
union_static,same_dir,16000,0.614028584850334
union_static,same_dir,32000,0.7909991685025828
