source,a,b,n_pr,mean_a,mean_b,delta,a12,p,p_holm
symbol,bm25_issue_pl,rrf_hops_path,1156,0.3552965126677088,0.47590547495198987,-0.12060896228428108,0.34852013266124693,5.135910305570433e-74,7.241633530854311e-72
symbol,bm25_issue_pl,rrf_hops_issue_path,1156,0.3552965126677088,0.4565513968956745,-0.10125488422796569,0.3697524424994911,1.79012654647076e-50,2.0049417320472514e-48
symbol,bm25_issue_pl,rrf_pprpl_issue_path,1156,0.3552965126677088,0.47350017102079317,-0.11820365835308438,0.3521621807689085,7.374876766631243e-72,1.0251078705617427e-69
symbol,bm25_issue_pl,same_dir,1156,0.3552965126677088,0.3197893621182504,0.03550715054945841,0.5455510440488021,3.158303868461554e-08,1.452819779492315e-06
symbol,bm25_issue_pl,random,1156,0.3552965126677088,0.24847668681438403,0.10681982585332475,0.6323922277032124,1.1735416232586507e-66,1.549074942701419e-64
symbol,path_issue,bm25_seed,1156,0.38238263552099244,0.33602775615587943,0.04635487936511301,0.554589190143796,1.208573920826793e-11,5.922012212051286e-10
symbol,path_issue,path_seed,1156,0.38238263552099244,0.36485004396282167,0.017532591558170774,0.5195366285125895,0.013678066162502162,0.30091745557504757
symbol,path_issue,rrf_ppr_issue,1156,0.38238263552099244,0.3904138190033678,-0.00803118348237536,0.4836803767914657,0.05946178206054915,0.8324649488476881
symbol,path_issue,rrf_ppr_issue_path,1156,0.38238263552099244,0.4200118632448838,-0.03762922772389138,0.44835243531566915,6.2303762904965756e-21,4.2366558775376715e-19
symbol,path_issue,rrf_hops_path,1156,0.38238263552099244,0.47590547495198987,-0.09352283943099743,0.38189609499407334,1.2981859445783667e-80,1.8823696196386318e-78
symbol,path_issue,rrf_hops_issue_path,1156,0.38238263552099244,0.4565513968956745,-0.07416876137468204,0.4036290274302272,7.79816159213379e-61,9.825683606088576e-59
symbol,path_issue,rrf_pprpl_issue_path,1156,0.38238263552099244,0.47350017102079317,-0.09111753549980073,0.385116841872104,8.855147650193983e-92,1.3636927381298734e-89
