n_blobs,total_lines,total_tokens,aggregate_tokens_per_line,median_tokens_per_line,p05,p25,p75,p95
121075,50639015,430539629,8.50213277252727,7.881548974943052,5.696230936819172,7.037116026354068,8.819734624811016,10.896550316391098
