repo_key,files,import_edges,density,indeg_mean,indeg_median,indeg_max,indeg_gini,outdeg_mean,outdeg_median,outdeg_max,outdeg_gini,hub_share_top5pct,n_loops,largest_loop,largest_loop_share,share_in_loops,depth_condensed,spl_mean,spl_max,n_wcc,largest_wcc_share,isolated,isolated_share,modularity,n_clusters,clustering,single_importer_share,nesting_max,nesting_mean,unresolved_share,loc_total,loc_mean,loc_median
networkx/networkx,358.0,862.5,0.006742630513413566,2.379575026109353,1.0,318.5,0.7389097105819953,2.379575026109353,2.0,76.0,0.4615340231158722,0.6469614305086884,1.0,264.5,0.7299675041610525,0.7299675041610525,3.0,3.4283254334425157,7.0,5.0,0.9893617021276596,4.0,0.010638297872340425,0.40676146488912246,16.5,0.37016584888740434,0.6004392642082093,3.0,2.3650922031704953,0.0010444094914189353,111367.5,311.0676101733274,167.0
nilearn/nilearn,156.0,468.0,0.019816796662434247,3.0,2.0,49.0,0.6131147984367182,3.0,2.0,15.0,0.5641299583607275,0.35926773455377575,3.0,29.0,0.18471337579617833,0.3184713375796178,13.0,4.318709482888587,16.0,19.0,0.8846153846153846,18.0,0.11538461538461539,0.4219902087034954,26.0,0.25464620413204186,0.28846153846153844,4.0,2.2420382165605095,0.0042643923240938165,65854.0,424.53691275167785,241.0
nipy/nipype,382.5,1167.0,0.007815734324286115,3.0269110636199246,1.0,205.0,0.7823780208466571,3.0269110636199246,2.0,17.0,0.4521299016793119,0.6538461538461539,1.0,25.0,0.06443684193044807,0.06443684193044807,12.0,3.2946510156744218,9.0,27.0,0.9299418316422645,25.0,0.06460638518093127,0.45810859283664573,36.0,0.16520274047215464,0.5321413226691344,5.0,2.8462534552688004,0.002457002457002457,136043.0,350.5735634044482,158.0
nltk/nltk,289.0,881.0,0.010584871203383315,3.0484429065743943,1.0,42.0,0.6510924594181666,3.0484429065743943,2.0,50.0,0.5087508510553086,0.47105561861521,1.0,170.0,0.5923344947735192,0.5923344947735192,7.0,4.497636107667416,12.0,10.0,0.9480968858131488,8.0,0.02768166089965398,0.5581493042304384,19.0,0.3746559262178375,0.5743243243243243,3.0,2.0662020905923346,0.0,127449.0,440.6782006920415,249.0
numba/numba,328.0,1486.5,0.013136822811634433,4.354646877512732,1.5,140.0,0.7225385877019064,4.354646877512732,3.0,31.0,0.5354296659390789,0.5419172833674487,1.0,227.5,0.6732304020287909,0.6732304020287909,5.5,5.0706442793531625,14.0,21.0,0.936140671120087,19.0,0.05732484076433121,0.4226105362098941,28.0,0.36923621456714806,0.34224635156582667,4.0,2.3162623066104078,0.009925558312655087,129690.5,380.4156838384545,156.25
nvidia/hpc-container-maker,107.0,657.0,0.057661788044436606,6.11214953271028,1.0,59.0,0.7672384317301117,6.11214953271028,5.0,54.0,0.508845637200263,0.4733637747336377,1.0,2.0,0.018691588785046728,0.018691588785046728,9.0,1.771633051398829,4.0,13.0,0.8878504672897196,12.0,0.11214953271028037,0.21182982599643072,16.0,0.20326961112678044,0.49514563106796117,2.0,1.8611111111111112,0.0,18022.0,168.42990654205607,153.0
oasis-open/cti-python-stix2,41.0,133.0,0.08109756097560976,3.210526315789474,1.0,19.0,0.5569519945692554,3.210526315789474,3.0,13.0,0.45706862100171874,0.29081632653061223,1.0,27.0,0.5263157894736842,0.5789473684210527,6.5,3.0325131387363067,6.5,4.0,0.9306335204490778,3.0,0.0693664795509222,0.30468688827331486,7.0,0.33793415816169164,0.38742964352720455,2.0,1.6097560975609757,0.0,13119.5,296.13157894736844,242.25
openai/openai-agents-python,175.0,525.0,0.017241379310344827,2.8894472361809047,1.0,60.0,0.7362599377808503,2.8894472361809047,1.0,25.0,0.6274612244897959,0.41523809523809524,3.0,31.0,0.17714285714285713,0.22110552763819097,15.0,2.935345424338917,9.0,21.0,0.884393063583815,20.0,0.11560693641618497,0.47211134371728974,26.0,0.3120524822930473,0.1464968152866242,4.0,2.5722543352601157,0.0,22226.0,127.00571428571429,69.0
pandas-dev/pandas,378.0,2550.0,0.017872931666035114,6.738095238095238,2.0,175.0,0.7855083911630176,6.738095238095238,3.0,66.0,0.592168979924082,0.5407843137254902,2.0,242.0,0.6402116402116402,0.6534391534391535,6.0,3.4332402772429726,9.0,38.0,0.8994708994708994,36.0,0.09523809523809523,0.2928768799749671,44.0,0.42340997396700275,0.2275132275132275,4.0,2.6005291005291005,0.08908238446081715,248505.0,656.6754617414248,244.0
patroni/patroni,75.0,234.0,0.04216216216216216,3.136986301369863,1.0,25.0,0.718974358974359,3.136986301369863,1.0,18.0,0.5916809116809116,0.37606837606837606,3.0,18.0,0.24,0.30666666666666664,7.0,2.604707792207792,7.0,15.0,0.7733333333333333,13.0,0.17333333333333334,0.3090102758247702,18.0,0.2924308520250549,0.24675324675324675,3.0,1.6575342465753424,0.0,32155.0,426.1842105263158,190.0
pdm-project/pdm,123.0,565.0,0.038608338226658837,4.59349593495935,1.0,48.0,0.7499680877767224,4.59349593495935,4.0,22.0,0.48367211850865266,0.42738095238095236,1.0,68.0,0.5528455284552846,0.5528455284552846,5.0,3.836739202474318,11.0,17.0,0.8769478266355435,16.0,0.12305217336445651,0.3109549751529635,20.0,0.34250870934852173,0.22131147540983606,7.0,3.3740458015267176,0.0016806722689075631,19381.5,157.83739837398372,97.0
pennylaneai/pennylane,309.5,1042.0,0.010904545778796067,3.364854845446951,1.0,188.0,0.6510497383892152,3.364854845446951,2.5,70.0,0.46408550687458494,0.5301488974233695,1.0,262.5,0.7980670253830857,0.802903848403322,8.0,3.3929237107813384,8.5,4.0,0.9929238985313752,3.0,0.007076101468624833,0.48346878911673347,15.0,0.4573432556645524,0.490979381443299,3.0,2.263780663780664,0.0,106546.0,342.16271025501896,236.5
pre-commit/pre-commit,57.0,198.0,0.05923179083461341,3.4421992481203008,1.0,25.0,0.6720621079776494,3.4421992481203008,3.0,17.0,0.5399466381071147,0.3198949291914116,0.0,0.0,0.0,0.0,12.0,2.1315382893932746,5.0,8.0,0.88,7.0,0.12,0.33584583205795326,10.0,0.3015131621506757,0.4392982456140351,2.0,1.5892857142857142,0.0,5161.0,90.54385964912281,67.0
projectmesa/mesa,83.5,144.5,0.022406699970614164,1.6533333333333333,1.0,19.5,0.6448109421170358,1.6533333333333333,1.25,8.0,0.5093695474130256,0.3541021671826625,1.0,8.0,0.10126582278481013,0.19390710066025715,8.0,2.884942068319739,7.0,16.0,0.7927037405774428,15.0,0.20729625942255725,0.4767088543302199,23.0,0.30516533271373086,0.22838188195821257,4.0,2.9767316017316015,0.0,11192.5,140.92246835443038,77.5
psf/black,56.0,115.0,0.03563941299790356,1.9661016949152543,1.0,15.0,0.715920614225699,1.9661016949152543,1.0,16.0,0.706019871420222,0.33620689655172414,2.0,4.0,0.07142857142857142,0.1016949152542373,13.0,2.1380281690140843,5.0,22.0,0.6101694915254238,21.0,0.3898305084745763,0.36980968858131485,24.0,0.32746043974857536,0.15384615384615385,3.0,1.847457627118644,0.0,102030.0,1821.5535714285713,231.0
pvlib/pvlib-python,88.0,173.0,0.022596656217345874,1.9550561797752808,1.0,22.0,0.7005036807438977,1.9550561797752808,1.0,25.0,0.6446710398129506,0.3850574712643678,2.0,17.0,0.19101123595505617,0.21348314606741572,4.0,2.9635717458907154,6.0,7.0,0.9325842696629213,6.0,0.06741573033707865,0.42656069465354857,13.0,0.2897465609957348,0.3103448275862069,3.0,1.9101123595505618,0.00684931506849315,36261.0,412.5402298850575,214.0
pydata/xarray,97.0,454.0,0.04699575767974351,4.662324127149557,2.0,33.0,0.6567259852483434,4.662324127149557,3.0,27.0,0.5392588674005432,0.2985507246376812,1.0,64.5,0.6484153461217681,0.6484153461217681,3.0,2.925403583466383,8.0,5.0,0.9537421484083892,4.0,0.04146079484425349,0.35272103084398754,10.0,0.3838656375352463,0.21138297872340425,3.0,1.9067132116004295,0.0,46790.0,484.83755319148935,230.5
pylint-dev/pylint,193.0,608.0,0.016569516407599308,3.1709844559585494,1.0,77.0,0.8161712247324614,3.1709844559585494,3.0,21.0,0.4148959511231878,0.6314655172413793,2.0,50.0,0.25906735751295334,0.2694300518134715,9.0,3.5421710656876364,11.0,14.0,0.9298245614035088,13.0,0.07017543859649122,0.4415361005915695,20.0,0.3530313447893835,0.2752808988764045,5.0,2.2142857142857144,0.013201320132013201,46973.0,251.10362694300517,108.0
pypsa/pypsa,42.0,127.5,0.07436304006071448,3.006818181818182,2.0,24.0,0.5126259017285968,3.006818181818182,2.0,20.5,0.5239064493743144,0.3124531132783196,1.0,30.5,0.7272727272727273,0.7272727272727273,3.0,2.651768995693846,5.0,3.0,0.9518939393939394,2.0,0.048106060606060604,0.3110057372175981,5.5,0.5011881636881637,0.2916666666666667,2.0,1.5954545454545455,0.0,18224.5,434.0,220.75
pytest-dev/pytest,76.0,313.0,0.054108543717016115,4.118421052631579,1.0,30.5,0.7238158211413008,4.118421052631579,2.5,17.5,0.575247714159643,0.3528858246699782,1.0,26.0,0.3561643835616438,0.3561643835616438,5.0,2.507869331983167,6.0,10.0,0.881578947368421,9.0,0.11842105263157894,0.22308230735412404,15.0,0.3684050899360357,0.2039154539154539,4.0,2.206528980679547,0.005514594101550623,26019.0,342.35526315789474,155.75
python-cmd2/cmd2,47.0,64.0,0.02768549280177187,1.3541666666666667,0.0,25.0,0.8809302325581395,1.3541666666666667,1.0,12.0,0.5458776595744681,0.7,1.0,3.0,0.05508760107816711,0.05508760107816711,5.0,2.2992518703241895,3.0,9.0,0.8315602836879432,8.0,0.16843971631205673,0.3694885361552027,11.0,0.2153816521359947,0.10638297872340426,2.0,1.0425531914893618,0.0,11147.0,234.69791666666669,90.0
python-control/python-control,78.0,293.0,0.04881827033725768,3.7564102564102564,1.0,33.0,0.7276184622075033,3.7564102564102564,2.0,31.0,0.5463925922532236,0.3369370422315724,2.0,31.5,0.4050632911392405,0.43037974683544306,5.0,2.274720615961492,5.0,2.0,0.9860133020344288,1.0,0.013986697965571206,0.30294708933045855,6.0,0.3952688508207978,0.10191496267445635,2.0,1.1591148577449948,0.0031498015873015874,37801.0,491.835970464135,215.0
python-telegram-bot/python-telegram-bot,231.0,1290.0,0.024145746164574617,5.584415584415584,2.0,160.0,0.7383232604989927,5.584415584415584,4.0,128.0,0.5002718212020537,0.5545023696682464,2.0,137.0,0.5930735930735931,0.7575757575757576,7.0,2.3643901841992534,5.0,12.0,0.9539748953974896,10.0,0.04484304932735426,0.33989642503676826,16.0,0.5470030323390661,0.22943722943722944,3.0,1.7619047619047619,0.0,75699.0,327.7012987012987,130.0
python/mypy,241.0,1344.5,0.023262448132780084,5.578838174273859,2.0,110.0,0.6964267691155643,5.578838174273859,4.0,40.0,0.5693624766693918,0.42350332594235035,10.0,17.0,0.07053941908713693,0.23651452282157676,24.0,2.7396757418170696,8.0,27.0,0.8925619834710744,26.0,0.10743801652892562,0.45302285798515524,29.0,0.47416613794601875,0.27800829875518673,2.0,1.4297872340425533,0.0,138616.5,577.6483050847457,250.0
pytorch/ignite,117.0,233.0,0.0180165960946655,2.004201680672269,1.0,34.5,0.7714634045116694,2.004201680672269,1.0,17.0,0.512979279239357,0.5296901094822788,2.0,20.0,0.16600082656013226,0.20096884001047394,10.0,2.7178276930314587,7.0,23.0,0.8398962633640309,22.0,0.1601037366359691,0.46771803571055365,27.5,0.2515577555921127,0.36283185840707965,6.0,3.196334503950834,0.0,15221.0,130.40564454614798,75.0
pytorch/torchtune,191.0,514.0,0.014163681454946266,2.6910994764397906,1.0,35.0,0.6371340680831992,2.6910994764397906,2.0,16.0,0.5486609657373103,0.4037194315549678,4.0,4.0,0.020942408376963352,0.06266361256544503,11.0,2.530161363206906,7.5,8.0,0.9633827097433278,6.5,0.035939741750358675,0.5319240238415657,15.0,0.23336755601325265,0.4293193717277487,4.0,2.453282319774466,0.0,39508.0,206.84816753926702,132.0
pyvista/pyvista,159.0,623.0,0.025815217391304348,3.9182389937106916,1.0,83.0,0.7288127037968039,3.9182389937106916,3.0,33.0,0.5157099449782376,0.47594501718213056,1.0,92.0,0.5900621118012422,0.6024844720496895,9.0,3.193070471113898,7.0,5.0,0.9741935483870968,4.0,0.025806451612903226,0.4234730501544895,9.0,0.4052428309265417,0.2732919254658385,3.0,2.2327044025157234,0.0039001560062402497,106813.0,681.0566037735849,213.0
rdflib/rdflib,99.0,251.0,0.025561739847454135,2.561224489795918,0.0,51.0,0.839702414830474,2.561224489795918,2.0,12.0,0.4382817643186307,0.5378486055776892,2.0,14.0,0.14285714285714285,0.25510204081632654,4.0,2.444015444015444,5.0,14.0,0.8686868686868687,13.0,0.13131313131313133,0.40918783840066636,18.0,0.4753460660581409,0.15306122448979592,4.0,2.0816326530612246,0.0,29203.0,294.11971830985914,122.0
reflex-dev/reflex,258.0,1061.0,0.014407423485999566,3.8937728937728937,1.0,151.0,0.8027203369859786,3.8937728937728937,3.0,31.0,0.4500763941940413,0.56353591160221,3.0,120.0,0.41946308724832215,0.4395973154362416,7.0,4.390219962752303,12.0,13.0,0.959731543624161,12.0,0.040268456375838924,0.4191732189912789,20.0,0.36949901076057495,0.4253246753246753,5.0,3.3548387096774195,0.0,49539.0,166.23825503355704,71.0
reframe-hpc/reframe,143.5,400.5,0.01958575462096589,2.8166666666666664,0.0,66.5,0.8647964669162005,2.8166666666666664,2.0,20.0,0.4807744504860204,0.6374407582938388,1.0,27.0,0.1881555944055944,0.1881555944055944,5.0,3.0779721341758837,6.0,18.0,0.8802757526161782,17.0,0.11972424738382184,0.4258996337961195,22.0,0.21055302105854334,0.14879240943070732,4.0,2.616720085470085,0.0,33107.5,238.28789531079607,108.0
repobee/repobee,24.0,38.0,0.07246376811594203,1.65,1.0,8.0,0.63125,1.65,1.0,8.0,0.6204081632653061,0.3684210526315789,0.0,0.0,0.0,0.0,7.0,1.6944444444444444,4.0,5.0,0.8,4.0,0.2,0.26081314878892736,8.0,0.30416666666666664,0.3333333333333333,3.0,2.1666666666666665,0.0,4818.0,194.72,100.5
scikit-learn/scikit-learn,540.0,1838.5,0.006567040508284549,3.4806562626522872,0.0,167.5,0.9111830114348634,3.4806562626522872,3.0,18.0,0.41850888654898727,0.7734864501619356,4.0,108.5,0.1999993204351933,0.23786407766990292,10.0,5.38104546221393,17.5,34.0,0.9364986498649865,33.0,0.05339805825242718,0.38969000038452445,43.5,0.144539698596857,0.20550161812297735,5.0,1.971707533852669,0.04303405915347901,160975.5,301.23008627551576,122.0
scipp/plopp,63.0,139.0,0.040706605222734255,2.2045454545454546,1.0,14.0,0.617350504142957,2.2045454545454546,2.0,9.0,0.498755057578587,0.32075471698113206,2.0,2.0,0.031746031746031744,0.06153846153846154,10.0,2.2141823444283646,5.0,7.0,0.9076923076923077,6.0,0.09230769230769231,0.4630853994490358,11.0,0.2786487175376064,0.2857142857142857,4.0,3.2037037037037037,0.0,8354.0,132.6031746031746,114.0
scrapy/scrapy,176.0,558.0,0.01616883116883117,2.8295454545454546,1.0,63.0,0.811194743130227,2.8295454545454546,2.0,12.0,0.48029012570595736,0.5182795698924731,3.0,21.0,0.11931818181818182,0.14772727272727273,13.0,3.1665570896340127,9.0,15.0,0.9190751445086706,14.0,0.08092485549132948,0.36723759005882745,22.0,0.20885932518048225,0.25142857142857145,5.0,2.0685714285714285,0.0,20325.0,115.48295454545455,84.0
sdv-dev/sdv,76.0,187.0,0.03280701754385965,2.4545454545454546,1.0,19.0,0.5349326599326599,2.4545454545454546,1.0,15.0,0.6201142131979696,0.2887700534759358,1.0,5.0,0.0625,0.0625,18.0,3.0075125208681137,8.0,5.0,0.9393939393939394,4.0,0.05263157894736842,0.4597563515201999,11.0,0.213207160164397,0.42105263157894735,3.0,1.9090909090909092,0.0,19176.0,252.325,135.0
sissbruecker/linkding,73.0,98.0,0.018974960876369327,1.34484398782344,0.25,24.0,0.7639029281923674,1.34484398782344,1.0,7.0,0.6195135588481968,0.5,0.0,0.0,0.0,0.0,7.0,1.8539770397703976,4.0,21.0,0.6666666666666666,18.0,0.2465753424657534,0.4566326530612245,24.0,0.18848745539605755,0.2957074721780604,3.0,1.8832054560954816,0.010416666666666666,7105.5,97.37572098053353,58.75
spacetelescope/jwst,387.0,814.0,0.005308537842578088,2.072681704260652,1.0,77.0,0.6201159369287467,2.072681704260652,1.0,62.0,0.5955143682936287,0.35353535353535354,6.0,23.0,0.05793450881612091,0.11335012594458438,14.0,4.660629477581905,14.0,26.0,0.9328165374677002,24.0,0.06201550387596899,0.6003023231471163,39.0,0.17079045533006607,0.3798449612403101,4.0,2.087719298245614,0.007317073170731708,102748.0,257.7142857142857,107.0
spdx/tools-python,283.0,937.0,0.011753502242939128,3.323943661971831,1.0,114.0,0.7089102411076629,3.323943661971831,3.0,22.0,0.4885140174945565,0.538135593220339,3.0,18.0,0.06338028169014084,0.11267605633802817,12.0,2.395521323634289,6.0,36.0,0.8763250883392226,35.0,0.12367491166077739,0.5938064653550064,42.0,0.31396216753406664,0.5352112676056338,6.0,4.447183098591549,0.0,12717.0,44.83098591549296,29.0
sphinx-doc/sphinx,184.0,1026.0,0.030381325730577335,5.573369565217392,1.0,86.0,0.8192263804043151,5.573369565217392,4.0,27.0,0.521151491258329,0.5105035559161855,8.0,54.0,0.2872340425531915,0.3776595744680851,10.0,3.0222785727223327,9.0,12.0,0.9402173913043478,11.0,0.059782608695652176,0.25592239643837805,18.0,0.4020673410541126,0.20108695652173914,4.0,2.097826086956522,0.003798673891241766,68283.5,372.5072509285558,189.25
spikeinterface/spikeinterface,341.0,1242.0,0.010874777289635793,3.7075808080356745,1.0,127.0,0.7046425379444117,3.7075808080356745,3.0,37.0,0.4490791727917234,0.4735234937996933,6.0,44.5,0.12876195310453237,0.2901668247802818,15.0,3.9483367442692003,12.0,12.0,0.9655690969296784,11.0,0.03443090307032153,0.5323901770751958,19.0,0.27836979543988,0.46307377670049993,4.0,3.2457386363636367,0.0,87670.0,264.4295367673826,167.0
sqlfluff/sqlfluff,132.5,346.0,0.019715004638770975,2.6610169491525424,1.0,47.0,0.7398132234953426,2.6610169491525424,2.0,14.0,0.4208530126286585,0.4850180372524479,3.0,17.0,0.18018018018018017,0.23145933014354067,16.5,3.335620354488279,8.0,8.0,0.952407915970669,7.0,0.04759208402933099,0.5171722912232799,13.0,0.3474852249777474,0.2720588235294118,5.0,3.7533191085822666,0.0,32461.5,311.86440677966107,123.0
stanfordnlp/dspy,141.5,376.5,0.01727871642089846,2.6117062467733607,1.0,45.0,0.6759011052711834,2.6117062467733607,2.0,17.0,0.4861411398426014,0.4209781529294936,1.0,70.5,0.45094686444662935,0.45094686444662935,9.0,3.5669634337438403,9.0,7.0,0.9606350025813113,6.0,0.039364997418688694,0.48751619327614415,15.5,0.3309894515574966,0.4032258064516129,3.0,2.1208865555315004,0.0,20882.5,149.95280639507547,114.5
statsmodels/statsmodels,736.5,1801.0,0.0033228955849934805,2.4453489100937995,1.0,148.0,0.8213671466926531,2.4453489100937995,1.0,38.0,0.5801035592808552,0.5879781420765028,6.0,50.0,0.06788869388236682,0.08282420653648752,14.0,3.701751719063876,12.0,80.0,0.8855218336096469,76.0,0.102356948772551,0.527214016351007,91.0,0.172534438629859,0.2409156450163754,6.0,2.5061141417218176,0.01770837656667456,254130.0,345.0506293876467,140.0
streamlink/streamlink,261.0,835.0,0.012829843897971252,3.2376482213438735,0.0,159.0,0.921539131551067,3.2376482213438735,3.0,16.0,0.36026873888974575,0.7877759763005665,2.5,7.5,0.02893104271057027,0.048094130279169645,11.0,3.0755955410442954,7.5,9.0,0.9661577608142493,7.0,0.02766798418972332,0.3441890198895997,15.0,0.13306783707473147,0.10291011676673809,4.5,2.989341249646593,0.0,42198.5,163.96350731737957,84.25
sunpy/sunpy,276.0,735.5,0.009804823865439544,2.667261811332601,1.0,80.0,0.8032900432900434,2.667261811332601,2.0,20.0,0.4827836599462555,0.541495749911148,7.0,35.0,0.1265826924083085,0.23118182869329496,14.0,3.8635197275121698,11.5,23.5,0.9169675090252708,22.5,0.08302567944962877,0.5274582780236634,31.0,0.1387409191033912,0.2644927536231884,5.0,2.326679841897233,0.0026702269692923898,50879.5,185.36141701714655,77.0
sympy/sympy,734.0,4778.5,0.008867350456813788,6.483696677838155,2.0,323.0,0.7776799044006557,6.483696677838155,4.0,47.0,0.5123056108294406,0.5383355511984851,9.0,406.5,0.5591060045800165,0.6325972287828688,11.0,3.7837160911192953,12.0,44.5,0.9388945770371416,43.0,0.057058520686091546,0.41903786526269154,54.5,0.35233917235193823,0.22186267063316245,4.0,2.4072303866827474,0.00018586618408468727,425848.0,580.9587874659401,224.75
tefra/xsdata,118.0,472.0,0.03399720746228135,3.957627118644068,1.0,40.0,0.6801340165549862,3.957627118644068,3.75,22.0,0.4767940267348427,0.3956989247311828,1.0,5.0,0.04201680672268908,0.0423728813559322,22.0,3.1049863467992598,7.0,12.0,0.9067796610169492,11.0,0.09322033898305085,0.37751140117782245,17.0,0.24056057667195774,0.4491525423728814,5.0,2.9152542372881354,0.0,18207.0,154.4028144923029,86.75
terrapower/armi,271.5,1123.5,0.015159602976269962,4.144927536231884,1.0,122.0,0.7274926736926042,4.144927536231884,3.0,24.0,0.49235009515606704,0.4414923031825132,1.0,178.5,0.6574574017799002,0.6574574017799002,5.0,5.20451725515762,12.0,11.0,0.9631674625569785,10.0,0.03683253744302149,0.4249704854334694,17.5,0.3747141279091299,0.2835820895522388,4.0,2.448529411764706,0.0,96798.5,352.41909594095944,196.0
textualize/textual,413.5,1310.0,0.007681773430782995,3.198259480003455,0.0,263.0,0.9053028076484511,3.198259480003455,2.0,40.0,0.4667390805631547,0.7462735221355912,2.0,88.5,0.21434385145264087,0.2182307417162553,9.5,2.9084285317666874,8.0,10.0,0.9809168799376877,9.0,0.019083120062312227,0.394505479438095,16.0,0.2654830234158805,0.14861048529887733,4.0,2.937434759916493,0.0,54605.5,136.39848664168147,35.0
tobymao/sqlglot,76.0,411.0,0.07140350877192983,5.38264993880049,1.0,55.0,0.6964632096211043,5.38264993880049,5.0,26.0,0.38990267639902676,0.3992682839559182,1.0,46.0,0.6052631578947368,0.6052631578947368,7.0,2.750072442770212,5.0,3.0,0.9736842105263158,2.0,0.02631578947368421,0.26230205192273726,6.0,0.5049979864944806,0.40789473684210525,2.0,1.6710526315789473,0.010230179028132993,45234.0,592.8947368421052,202.0
tornadoweb/tornado,70.0,279.0,0.05962732919254658,3.9857142857142858,1.0,35.0,0.7658906111534546,3.9857142857142858,4.0,15.0,0.4424518284959711,0.39199295817398166,3.0,7.0,0.11024305555555555,0.18052192628463815,9.0,2.061558901682905,5.0,8.0,0.9,7.0,0.1,0.23873405060553632,12.0,0.3973336967747701,0.15714285714285714,3.0,1.5571428571428572,0.0036101083032490976,25913.0,389.6642857142857,180.25
tox-dev/tox,103.0,341.5,0.0338784643029926,3.3771481178396074,2.0,19.0,0.5990993171818554,3.3771481178396074,1.75,24.0,0.6057716627042339,0.27496070065124634,1.0,57.0,0.5528116907140215,0.5528116907140215,6.0,3.926018616189493,11.0,16.0,0.8564560439560439,15.0,0.14354395604395603,0.416397160565322,21.0,0.2839780373323834,0.29245283018867924,6.0,3.7182075471698113,0.010855796140816026,10191.0,108.58490566037736,68.5
twisted/twisted,655.0,2632.0,0.006139452615900205,4.018320610687023,0.0,197.0,0.8592891880397197,4.018320610687023,3.0,23.0,0.5134213373028348,0.645185746777862,14.0,31.0,0.04732824427480916,0.13893129770992366,18.0,3.564277096091242,11.0,57.0,0.9145038167938931,56.0,0.08549618320610687,0.4447469615864958,70.0,0.2949394104626429,0.17304747320061256,8.0,3.5609756097560976,0.0009555661729574773,179647.0,273.9390243902439,88.0
ucfopen/canvasapi,64.0,258.0,0.06398809523809523,4.0,2.0,50.0,0.6382557470091978,4.0,2.0,32.0,0.5937024353120244,0.46932019601709934,1.0,30.0,0.4614481409001957,0.4614481409001957,7.0,3.0073283082077054,5.0,3.0,0.9722168628207601,2.0,0.027783137179239824,0.20357133027618443,7.0,0.5785747942893079,0.3840885142255005,1.0,0.984375,0.0,15287.5,218.02928937259924,71.5
vertexproject/synapse,139.0,319.0,0.016369513085184025,2.2624113475177303,1.0,51.0,0.7706448723690102,2.2624113475177303,1.0,20.0,0.5730572091847289,0.48589341692789967,1.0,13.0,0.09352517985611511,0.09352517985611511,15.0,3.7296479647964795,13.0,21.0,0.8561151079136691,20.0,0.14388489208633093,0.388433607854274,27.0,0.2118600874688914,0.2589928057553957,3.0,1.8848920863309353,0.0,29971.0,214.10714285714286,82.0
wemake-services/wemake-python-styleguide,143.5,480.5,0.024233716475095785,3.417536688663449,1.0,49.5,0.7085573710565736,3.417536688663449,1.0,22.0,0.6590990415611637,0.45428151192778854,0.0,0.0,0.0,0.0,9.0,1.7321816473742329,5.0,25.0,0.8308775731310942,24.0,0.16912242686890575,0.3073511396805717,31.0,0.15793830761132682,0.5073672806067172,4.0,2.7499879430913916,0.0,23347.0,166.21366728509588,62.5
xonsh/xonsh,152.5,441.0,0.016415744603664066,2.4314317673378074,1.0,47.0,0.7179318774743217,2.4314317673378074,1.0,18.0,0.6471621098701779,0.5,3.0,9.0,0.06040268456375839,0.1342281879194631,14.0,3.019978352413817,9.0,33.0,0.779261744966443,31.0,0.18228070175438596,0.3682376190476191,40.0,0.30639877422880746,0.3387459670572254,4.0,1.8609271523178808,0.0,54307.5,350.99068322981367,165.0
yt-dlp/yt-dlp,1098.5,3601.5,0.00299001553996166,3.2800494856101055,1.0,954.5,0.7001543354445963,3.2800494856101055,2.0,995.5,0.43326729784088647,0.7009552760069592,1.0,1055.5,0.968920973914206,0.968920973914206,4.0,6.846824091334288,10.0,7.0,0.9945404913557779,6.0,0.00545950864422202,0.218033638250334,17.0,0.36873734756069126,0.8779707892582009,3.0,1.97270245677889,0.0019270475244667397,225429.5,204.56205940498577,112.5
yukinarit/pyserde,69.5,116.0,0.024457999886082077,1.6641025641025642,0.0,43.5,0.9397314808605131,1.6641025641025642,2.0,4.0,0.328265175845821,0.8313918757467145,0.5,2.0,0.023255813953488372,0.023255813953488372,5.0,1.760129217189526,3.5,15.0,0.7977130977130977,14.0,0.2022869022869023,0.3020482186529183,16.0,0.07030544875278118,0.033783783783783786,1.5,1.0,0.0,6863.0,95.30173992673993,36.75
zarr-developers/zarr-python,57.0,249.0,0.0799834968952616,4.339285714285714,2.0,31.0,0.6002965582800001,4.339285714285714,3.0,21.0,0.4980451812799536,0.3115430701637598,1.0,32.0,0.5614035087719298,0.5614035087719298,7.0,3.5846488840500816,9.0,4.0,0.9468984962406015,3.0,0.05263157894736842,0.2928203837138543,7.0,0.4891304805427362,0.21702898550724636,4.0,2.9642857142857144,0.003816793893129771,20290.5,359.3157894736842,136.0
